scale,tiles,n,m,run,seed,algorithm,objective_type,status,objective,runtime,bbox_width,bbox_height,num_tiles,total_crossovers,crossovers_needing_completion,total_tiles_completed,completion_rate,avg_tiles_per_incomplete
1d,100,1,2,8,742,greedy,area,success,5,0.003554033,5,1,100,,,,,
1d,100,1,2,8,742,stochastic_greedy,area,success,6,0.004148903,6,1,100,,,,,
1d,100,1,2,8,742,genetic_greedy,area,success,5,1.561953823,5,1,100,28473,0,0,0.0,
1d,100,1,2,8,742,genetic_stochastic,area,success,5,1.665855464,5,1,100,28504,131,3120,0.004595846197024979,23.81679389312977
1d,100,1,2,9,842,greedy,area,success,5,0.003992861,5,1,100,,,,,
1d,100,1,2,9,842,stochastic_greedy,area,success,6,0.004186033,6,1,100,,,,,
1d,100,1,2,9,842,genetic_greedy,area,success,5,1.747496592,5,1,100,28251,396,11475,0.014017202930869704,28.977272727272727
1d,100,1,2,9,842,genetic_stochastic,area,success,5,1.565948892,5,1,100,28443,320,8925,0.011250571318074746,27.890625
1d,100,1,2,10,942,greedy,area,success,5,0.004644986,5,1,100,,,,,
1d,100,1,2,10,942,stochastic_greedy,area,success,5,0.003672943,5,1,100,,,,,
1d,100,1,2,10,942,genetic_greedy,area,success,5,1.781213988,5,1,100,28369,0,0,0.0,
1d,100,1,2,10,942,genetic_stochastic,area,success,5,1.63287539,5,1,100,28229,134,3473,0.00474689149456233,25.917910447761194
1d,100,1,2,1,42,merge_greedy,area,success,5,1.213790108,5,1,100,,,,,
1d,100,1,2,2,142,merge_greedy,area,success,5,1.208122797,5,1,100,,,,,
1d,100,1,2,3,242,merge_greedy,area,success,5,1.188626696,5,1,100,,,,,
1d,100,1,2,4,342,merge_greedy,area,success,5,1.181668628,5,1,100,,,,,
1d,100,1,2,5,442,merge_greedy,area,success,5,1.180083457,5,1,100,,,,,
1d,100,1,2,6,542,merge_greedy,area,success,5,1.177787611,5,1,100,,,,,
1d,100,1,2,7,642,merge_greedy,area,success,5,1.177110425,5,1,100,,,,,
1d,100,1,2,8,742,merge_greedy,area,success,5,1.194513425,5,1,100,,,,,
1d,100,1,2,9,842,merge_greedy,area,success,5,1.180770327,5,1,100,,,,,
1d,100,1,2,10,942,merge_greedy,area,success,5,1.179009841,5,1,100,,,,,
1d,100,1,4,1,42,greedy,area,success,19,0.008129145,19,1,100,,,,,
1d,100,1,4,1,42,stochastic_greedy,area,success,19,0.006719996,19,1,100,,,,,
1d,100,1,4,1,42,genetic_greedy,area,success,19,2.648426039,19,1,100,28381,144,6949,0.005073816990239949,48.25694444444444
1d,100,1,4,1,42,genetic_stochastic,area,success,19,7.936133784,19,1,100,28403,7004,162565,0.24659366968278,23.21030839520274
1d,100,1,4,2,142,greedy,area,success,19,0.005997707,19,1,100,,,,,
1d,100,1,4,2,142,stochastic_greedy,area,success,24,0.006395696,24,1,100,,,,,
1d,100,1,4,2,142,genetic_greedy,area,success,19,2.904474036,19,1,100,28309,281,15725,0.009926171888798616,55.96085409252669
1d,100,1,4,2,142,genetic_stochastic,area,success,19,3.424626444,19,1,100,28423,862,46398,0.030327551630721598,53.82598607888631
1d,100,1,4,3,242,greedy,area,success,19,0.006174644,19,1,100,,,,,
1d,100,1,4,3,242,stochastic_greedy,area,success,20,0.005655155,20,1,100,,,,,
1d,100,1,4,3,242,genetic_greedy,area,success,19,4.446844369,19,1,100,28311,3353,63908,0.11843453074776589,19.059946316731285
1d,100,1,4,3,242,genetic_stochastic,area,success,19,3.814284942,19,1,100,28368,1507,86333,0.05312323745064862,57.28798938287989
1d,100,1,4,4,342,greedy,area,success,21,0.006526011,21,1,100,,,,,
1d,100,1,4,4,342,stochastic_greedy,area,success,22,0.006861356,22,1,100,,,,,
1d,100,1,4,4,342,genetic_greedy,area,success,19,3.359428385,19,1,100,28222,530,26690,0.018779675430515202,50.35849056603774
1d,100,1,4,4,342,genetic_stochastic,area,success,19,3.527416151,19,1,100,28308,842,52370,0.029744241910414016,62.197149643705465
1d,100,1,4,5,442,greedy,area,success,22,0.006213219,22,1,100,,,,,
1d,100,1,4,5,442,stochastic_greedy,area,success,21,0.005878906,21,1,100,,,,,
1d,100,1,4,5,442,genetic_greedy,area,success,19,2.769191723,19,1,100,28239,182,7833,0.006444987428733312,43.03846153846154
1d,100,1,4,5,442,genetic_stochastic,area,success,19,3.592972688,19,1,100,28308,1347,73698,0.04758372191606613,54.71269487750557
1d,100,1,4,6,542,greedy,area,success,19,0.006787264,19,1,100,,,,,
1d,100,1,4,6,542,stochastic_greedy,area,success,21,0.005967814,21,1,100,,,,,
1d,100,1,4,6,542,genetic_greedy,area,success,20,3.190278806,20,1,100,28384,1371,27456,0.04830186020293123,20.026258205689278
1d,100,1,4,6,542,genetic_stochastic,area,success,19,3.677920475,19,1,100,28413,1369,82270,0.04818217013338964,60.09495982468955
1d,100,1,4,7,642,greedy,area,success,19,0.00697388,19,1,100,,,,,
1d,100,1,4,7,642,stochastic_greedy,area,success,21,0.005808332,21,1,100,,,,,
1d,100,1,4,7,642,genetic_greedy,area,success,19,2.806454874,19,1,100,28531,190,9490,0.006659423083663384,49.94736842105263
1d,100,1,4,7,642,genetic_stochastic,area,success,19,3.582198003,19,1,100,28370,1157,68660,0.04078251674303842,59.34312878133103
1d,100,1,4,8,742,greedy,area,success,21,0.005664787,21,1,100,,,,,
1d,100,1,4,8,742,stochastic_greedy,area,success,21,0.008047514,21,1,100,,,,,
1d,100,1,4,8,742,genetic_greedy,area,success,20,2.825389252,20,1,100,28275,196,8460,0.006931918656056587,43.16326530612245
1d,100,1,4,8,742,genetic_stochastic,area,success,19,3.732175567,19,1,100,28525,1044,59657,0.036599474145486414,57.14272030651341
1d,100,1,4,9,842,greedy,area,success,20,0.005792283,20,1,100,,,,,
1d,100,1,4,9,842,stochastic_greedy,area,success,24,0.007684424,24,1,100,,,,,
1d,100,1,4,9,842,genetic_greedy,area,success,19,2.676675408,19,1,100,28478,104,4872,0.0036519418498490064,46.84615384615385
1d,100,1,4,9,842,genetic_stochastic,area,success,19,3.707922481,19,1,100,28321,1370,82448,0.048373998093287664,60.18102189781022
1d,100,1,4,10,942,greedy,area,success,21,0.00803366,21,1,100,,,,,
1d,100,1,4,10,942,stochastic_greedy,area,success,20,0.006265285,20,1,100,,,,,
1d,100,1,4,10,942,genetic_greedy,area,success,20,3.148125968,20,1,100,28369,774,15286,0.027283302196059078,19.74935400516796
1d,100,1,4,10,942,genetic_stochastic,area,success,19,3.481162546,19,1,100,28339,1178,67131,0.041568156956843925,56.987266553480474
1d,100,1,4,1,42,merge_greedy,area,success,20,4.94319417,20,1,100,,,,,
1d,100,1,4,2,142,merge_greedy,area,success,20,4.954549123,20,1,100,,,,,
1d,100,1,4,3,242,merge_greedy,area,success,19,4.967835741,19,1,100,,,,,
1d,100,1,4,4,342,merge_greedy,area,success,22,4.956976888,22,1,100,,,,,
1d,100,1,4,5,442,merge_greedy,area,success,21,4.942001722,21,1,100,,,,,
1d,100,1,4,6,542,merge_greedy,area,success,19,4.936597218,19,1,100,,,,,
1d,100,1,4,7,642,merge_greedy,area,success,21,4.931051463,21,1,100,,,,,
1d,100,1,4,8,742,merge_greedy,area,success,20,4.926142615,20,1,100,,,,,
1d,100,1,4,9,842,merge_greedy,area,success,20,4.959595288,20,1,100,,,,,
1d,100,1,4,10,942,merge_greedy,area,success,24,4.963318014,24,1,100,,,,,
1d,200,1,2,1,42,merge_greedy,area,success,5,9.416500103,5,1,200,,,,,
1d,200,1,2,1,42,greedy,area,success,5,0.007123208,5,1,200,,,,,
1d,200,1,2,1,42,stochastic_greedy,area,success,6,0.008286793,6,1,200,,,,,
1d,200,1,2,1,42,genetic_greedy,area,success,5,4.186001297,5,1,200,28197,0,0,0.0,
1d,200,1,2,1,42,genetic_stochastic,area,success,5,4.33008695,5,1,200,28495,159,8012,0.005579926302860151,50.38993710691824
