algorithm,tiles,n,m,num_runs,successful_runs,obj_mean,obj_min,obj_max,obj_std,runtime_mean,runtime_min,runtime_max,runtime_std,crossovers_mean,completion_rate_mean,tiles_completed_mean,cplex_optimal,cplex_feasible,cplex_infeasible,cplex_timeout,cplex_failed
genetic_greedy,10,3,3,10,10,62.3,54,70,4.796873982084582,0.1949047373,0.11761278,0.35065476,0.06109334559405327,12609.4,0.020440675636654228,768.0,,,,,
genetic_stochastic,10,3,3,10,10,59.0,54,64,2.7202941017470885,0.26566476629999997,0.194027557,0.396925551,0.0643331727745445,12617.7,0.05306732029328749,2495.5,,,,,
merge_greedy,10,3,3,10,10,71.8,63,88,7.896834808959853,0.0185500837,0.014237752,0.022643236,0.002577674501415144,,,,,,,,
beam_search,10,3,3,10,10,62.4,54,69,4.651881339845203,0.0857498027,0.077602938,0.094257152,0.004734681721126776,,,,,,,,
cplex,10,3,3,2,2,70.5,64,77,6.5,300.449051057,300.433681851,300.464420263,0.015369206000002578,,,,0,2,0,0,0
greedy,6,5,5,10,10,144.0,140,150,3.0,0.025267993199999998,0.02293458,0.027372713,0.0016458888028956144,,,,,,,,
stochastic_greedy,6,5,5,10,10,143.0,140,145,2.449489742783178,0.0267269811,0.023193825,0.033320793,0.00281432243663783,,,,,,,,
genetic_greedy,6,5,5,10,10,143.0,140,145,2.449489742783178,0.49144770070000005,0.300143844,0.712852786,0.139207607894156,12619.4,0.007704368303025036,269.7,,,,,
genetic_stochastic,6,5,5,10,10,142.5,140,145,2.5,1.0664005185,0.683731828,1.899027717,0.3219860953295286,12607.0,0.0425082644880493,1770.0,,,,,
merge_greedy,6,5,5,10,10,172.1,144,195,14.187670703818863,0.0277617613,0.024095275,0.031473583,0.002473809112181336,,,,,,,,
beam_search,6,5,5,10,10,142.5,140,145,2.5,0.07951722180000001,0.074462666,0.086387477,0.0036566396810299713,,,,,,,,
cplex,6,5,5,1,1,140.0,140,140,0.0,304.818812781,304.818812781,304.818812781,0.0,,,,0,1,0,0,0
greedy,6,10,10,10,10,599.0,590,600,3.0,2.7215716724,2.632632329,2.75353646,0.031437416922824785,,,,,,,,
stochastic_greedy,6,10,10,10,10,599.0,590,600,3.0,2.6965924586,2.595665341,2.723144816,0.03489569831258199,,,,,,,,
genetic_greedy,6,10,10,10,10,598.0,590,600,4.0,25.851394274799997,19.81117654,30.433630293,3.33298226881651,12595.5,0.015678465417932375,464.0,,,,,
genetic_stochastic,6,10,10,10,10,598.0,590,600,4.0,44.958516661100006,40.237022088,52.642832267,3.9622703648560442,12624.0,0.050876460516343536,1911.7,,,,,
greedy,8,5,5,10,10,195.2,185,222,10.017983829094554,0.0534039948,0.047704685,0.068716692,0.006439012170000547,,,,,,,,
stochastic_greedy,8,5,5,10,10,196.2,190,222,9.431860898041277,0.0531524062,0.047574077,0.06241899,0.004226450769288453,,,,,,,,
genetic_greedy,8,5,5,10,10,190.5,185,195,2.692582403567252,0.8473900959,0.689151243,1.203523509,0.1549041875864136,12635.0,0.010177865918582354,353.1,,,,,
genetic_stochastic,8,5,5,10,10,190.0,185,195,3.1622776601683795,2.4724186675000004,1.7470401,3.424952932,0.5385647234387922,12605.6,0.054030285629937815,3090.3,,,,,
merge_greedy,8,5,5,10,10,223.5,200,240,12.338962679253067,0.08408238500000001,0.070245162,0.096647899,0.008701544027883786,,,,,,,,
